0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,label
-1.5924813826075166,0.45684823289645654,-1.655875028499252,-1.2573573634159427,-1.8071927661079197,0.0,-1.1225244594350345,-1.1377548201791752,-1.0541755344884567,0.5353699118119084,0.0,0.08783742774544416,-1.5920001347660229,-0.7760030359759398,1.2619285805411955,0.0,1
-1.5924813826075166,-0.8494705651616412,-1.4145303125746103,-0.3721951569643288,-0.6961754015529067,0.0,1.140340503232296,-1.1326003347839126,-0.4232967905346168,0.189866747496777,0.0,0.2567929922506289,-1.3738111831120445,-0.7916804559143823,-0.49757822059890977,0.0,1
-1.5924813826075166,0.5803384989489295,-0.9700697674563422,0.0391919537237222,0.7478715969461326,0.0,0.6290145004448403,-0.33352557134213356,-0.26896626781163785,0.7129568885844627,0.0,0.16158079553932284,-0.6567138940584536,-0.4541576397600788,-0.24343316475062063,0.0,1
-1.5924813826075166,-0.5905823777665536,-0.693216606554852,-0.2953893999467221,-0.6777600571437531,0.0,-0.181294339728199,0.147710010548067,-0.653104679161887,-0.037709763970717965,0.0,0.4084842786221854,0.005350249941392933,-0.8346039774785475,0.6213090308654967,0.0,1
-1.5924813826075166,1.4730897201154372,-1.4225678421666192,-0.8683784235767451,-2.063311730026667,0.0,-0.7584401178176023,-0.7170427106073465,-0.11156280607116828,0.07006700128996779,0.0,1.063573955543584,-1.350243547842636,0.15723797100692302,-0.6175366372975091,0.0,1
-1.5924813826075166,0.4628546873446743,-1.0129655212671878,-0.17810446115378104,-0.6560853748428928,0.0,0.9112388322318138,-0.4399519522672033,0.060458276088167805,1.0525315763627516,0.0,-0.17076915228249803,-0.9645911482829529,-0.4118579624752475,0.6681591861769424,0.0,1
-1.5924813826075166,0.5636528117474585,-1.3757965309001796,-0.40199137475699215,-1.6546703839705854,0.0,1.2064875379496476,-0.2438986240029943,-0.20363268647561691,-0.0774183339225861,0.0,0.1054782039815872,-0.9704797308194482,-0.03948598051218896,1.0228303410580284,0.0,1
-1.5924813826075166,-0.7867837742930034,-1.2436011058300807,-0.465907600013056,-0.6459238725514168,0.0,0.5667612386886963,-1.0515566339492401,0.5159799179393086,-0.1854995531739462,0.0,-0.25012430333186814,-1.0461340025888155,0.5688636293906376,2.261379379171981,0.0,1
-1.5924813826075166,-0.6580352743502293,-1.6225493441932355,0.01690346045350857,-1.7486478583999652,0.0,0.1986651434744914,-1.8395381761069074,0.21177331736567145,0.021437437232223088,0.0,1.5180563752358518,-1.7950550835200283,1.067895451429883,0.5909657208910842,0.0,1
-1.5924813826075166,0.878902677208484,-0.8861740586549129,1.0357612444284654,1.4791288992679397,0.0,0.10242950658073076,0.0018631819252510195,0.6734367882210504,-0.8834301354271038,0.0,0.35857893549502207,-0.6213088692657067,0.0493422357641345,1.1420373000629345,0.0,1
-1.5924813826075166,0.3218815307513606,-1.4243101958074735,-0.949312796298498,-1.6294993841631842,0.0,-0.24904188274627445,-1.2203696331948184,-0.4501268012635938,0.32282179996575017,0.0,0.306155592388236,-1.230947802015179,-0.14607378075054084,1.1188323832560894,0.0,1
-1.5924813826075166,-0.10626569479128645,-1.6759681942294482,-0.6398328466157074,0.1925025582608394,0.0,0.8881795652839969,-2.1738121033137254,-0.517821838935428,1.3866322286556614,0.0,-0.28599399864841235,-2.426418799491928,-0.4790722651394047,0.6525647442121116,0.0,1
-1.5924813826075166,0.8443282826962555,-1.3498381235879062,-0.45007186270232347,0.0043511670590045915,0.0,0.4648431464805549,-0.6833960158486898,0.41288382065862805,1.3068116172681754,0.0,0.9809475137019095,-1.4054354646331881,-0.7800925821810994,-1.3739030892764026,0.0,1
